./instancias/texto_mas_parecido_15_300_3.txt#00:00:56#00:01:48
Iteración	Distancia Inicial	Distancia Obtenida
0	223	213
1	224	216
2	226	214
3	224	218
4	220	218
5	222	218
6	220	217
7	223	213
8	222	217
9	225	214
10	223	216
11	219	214
12	222	216
13	219	213
14	222	216
15	224	214
16	224	214
17	225	214
18	228	219
19	222	217
20	223	218
21	223	217
22	224	216
23	222	214
24	226	218
25	227	217
26	220	214
27	222	218
28	222	219
29	218	213
30	229	218
31	226	217
32	229	219
33	237	216
34	218	216
35	224	214
36	229	218
37	220	214
38	222	218
39	229	217
40	231	218
41	224	215
42	220	212
43	225	218
44	225	218
45	227	217
46	227	219
47	225	218
48	217	213
49	220	214
50	223	216
51	230	215
52	224	217
53	219	213
54	229	216
55	228	216
56	223	219
57	224	216
58	223	220
59	221	216
60	227	216
61	221	216
62	221	217
63	220	218
64	222	215
65	223	218
66	222	217
67	224	219
68	228	214
69	221	215
70	223	219
71	227	219
72	229	218
73	222	216
74	226	218
75	221	218
76	217	212
77	229	216
78	225	219
79	230	215
80	225	217
81	226	215
82	231	213
83	221	220
84	231	219
85	224	214
86	220	217
87	227	216
88	219	214
89	216	211
90	236	215
91	224	220
92	226	216
93	221	215
94	222	217
95	221	214
96	228	216
97	230	216
98	230	220
99	222	217
