./instancias/texto_mas_parecido_15_300_1.txt#20:11:12#20:12:09
Iteración	Distancia Inicial	Distancia Obtenida
0	223	215
1	223	213
2	227	217
3	223	213
4	222	214
5	223	214
6	227	217
7	223	216
8	226	219
9	222	216
10	220	216
11	224	219
12	219	212
13	223	216
14	219	215
15	220	214
16	224	214
17	227	216
18	224	214
19	217	215
20	230	215
21	224	214
22	219	216
23	228	214
24	220	214
25	225	213
26	226	214
27	219	214
28	230	219
29	221	216
30	222	214
31	222	216
32	221	212
33	225	216
34	230	211
35	220	213
36	221	214
37	223	214
38	223	217
39	221	214
40	225	216
41	225	214
42	228	213
43	218	211
44	220	217
45	222	212
46	222	218
47	227	217
48	219	215
49	224	214
50	222	213
51	225	216
52	227	218
53	228	220
54	223	220
55	217	214
56	223	215
57	229	215
58	224	214
59	221	213
60	226	212
61	223	216
62	222	214
63	223	212
64	217	213
65	229	216
66	230	218
67	232	218
68	224	218
69	220	218
70	226	214
71	219	215
72	220	216
73	225	212
74	224	214
75	224	213
76	221	215
77	222	217
78	220	211
79	228	215
80	220	213
81	217	211
82	222	218
83	218	213
84	220	217
85	232	216
86	227	213
87	219	213
88	220	214
89	226	219
90	221	212
91	219	213
92	223	215
93	220	213
94	221	215
95	221	215
96	230	213
97	224	212
98	225	213
99	226	216
