./instancias/texto_mas_parecido_15_300_2.txt#23:48:11#23:49:07
Iteración	Distancia Inicial	Distancia Obtenida
0	224	213
1	225	213
2	218	214
3	220	211
4	223	217
5	224	216
6	224	214
7	225	214
8	218	215
9	222	214
10	229	215
11	221	213
12	218	215
13	219	214
14	218	213
15	222	212
16	232	212
17	228	213
18	225	215
19	219	214
20	222	213
21	220	213
22	229	213
23	219	213
24	222	212
25	232	216
26	229	215
27	224	216
28	220	212
29	227	215
30	232	214
31	225	216
32	229	215
33	221	212
34	219	214
35	227	214
36	224	215
37	233	218
38	224	214
39	218	211
40	227	215
41	221	213
42	223	215
43	226	213
44	223	210
45	226	217
46	217	213
47	220	214
48	221	214
49	223	215
50	221	214
51	223	213
52	224	215
53	223	214
54	216	213
55	217	213
56	223	212
57	226	216
58	218	214
59	216	212
60	224	213
61	223	214
62	220	214
63	224	215
64	220	213
65	222	211
66	217	212
67	228	216
68	220	212
69	227	213
70	213	209
71	226	216
72	229	211
73	222	215
74	231	214
75	224	217
76	227	216
77	230	218
78	223	217
79	217	210
80	223	213
81	228	219
82	221	213
83	224	216
84	222	216
85	227	210
86	225	213
87	217	212
88	222	218
89	217	213
90	224	216
91	223	216
92	221	216
93	223	214
94	223	216
95	222	215
96	222	214
97	218	216
98	219	214
99	227	217
