./instancias/texto_mas_parecido_15_300_3.txt#23:59:09#00:00:04
Iteración	Distancia Inicial	Distancia Obtenida
0	228	217
1	227	215
2	224	220
3	221	215
4	223	216
5	224	217
6	227	214
7	217	214
8	228	220
9	221	215
10	216	214
11	225	216
12	222	216
13	225	217
14	220	214
15	224	214
16	222	216
17	229	214
18	224	218
19	222	213
20	227	218
21	227	216
22	231	217
23	219	213
24	221	212
25	225	218
26	218	213
27	216	213
28	224	215
29	225	214
30	221	216
31	219	215
32	224	216
33	226	214
34	222	216
35	225	216
36	231	215
37	225	216
38	230	219
39	226	217
40	224	219
41	228	215
42	220	216
43	222	215
44	225	216
45	223	217
46	230	216
47	228	215
48	227	216
49	226	215
50	225	218
51	220	214
52	228	214
53	226	214
54	222	217
55	234	217
56	216	213
57	225	219
58	225	218
59	225	218
60	222	218
61	221	218
62	223	215
63	225	214
64	223	218
65	232	219
66	222	218
67	224	216
68	225	217
69	224	217
70	222	215
71	220	215
72	222	219
73	227	217
74	226	218
75	220	215
76	222	219
77	221	215
78	227	220
79	230	214
80	226	218
81	223	218
82	222	216
83	227	216
84	230	219
85	228	218
86	221	215
87	224	218
88	222	216
89	218	215
90	220	216
91	228	215
92	220	213
93	221	214
94	220	214
95	226	217
96	222	217
97	225	214
98	226	216
99	219	213
