./instancias/texto_mas_parecido_15_300_1.txt#20:18:33#20:19:31
Iteración	Distancia Inicial	Distancia Obtenida
0	226	215
1	229	214
2	219	214
3	223	215
4	221	213
5	227	214
6	223	214
7	216	212
8	223	213
9	224	211
10	226	212
11	226	215
12	233	215
13	221	216
14	221	217
15	230	213
16	223	214
17	222	212
18	230	214
19	225	215
20	220	212
21	227	218
22	223	215
23	226	217
24	222	217
25	225	219
26	233	215
27	227	217
28	225	214
29	227	217
30	226	214
31	223	213
32	229	215
33	219	214
34	228	215
35	225	217
36	231	220
37	224	215
38	219	217
39	220	215
40	225	215
41	221	213
42	236	214
43	226	216
44	222	213
45	220	214
46	224	214
47	225	215
48	221	213
49	222	217
50	227	217
51	217	211
52	226	213
53	228	214
54	228	214
55	229	217
56	217	213
57	228	214
58	220	213
59	228	214
60	228	215
61	215	212
62	222	214
63	227	217
64	219	214
65	222	217
66	218	214
67	224	216
68	224	216
69	222	213
70	222	214
71	222	218
72	224	218
73	220	213
74	230	214
75	219	213
76	222	214
77	220	214
78	223	217
79	230	215
80	222	217
81	218	214
82	224	214
83	225	216
84	223	215
85	225	222
86	222	217
87	230	215
88	226	214
89	230	216
90	229	216
91	228	216
92	228	220
93	222	219
94	223	216
95	224	217
96	227	220
97	220	216
98	223	220
99	238	217
