./instancias/texto_mas_parecido_15_300_3.txt#23:57:20#23:58:15
Iteración	Distancia Inicial	Distancia Obtenida
0	223	216
1	237	219
2	221	217
3	225	214
4	225	213
5	233	218
6	220	216
7	227	213
8	221	217
9	225	215
10	224	213
11	219	214
12	224	218
13	225	217
14	222	216
15	222	216
16	221	214
17	223	216
18	225	214
19	221	216
20	226	215
21	228	221
22	228	220
23	232	218
24	225	217
25	225	218
26	221	213
27	229	217
28	218	215
29	227	215
30	226	215
31	220	212
32	223	215
33	222	217
34	222	215
35	222	216
36	229	216
37	226	218
38	224	218
39	224	217
40	222	219
41	232	219
42	225	218
43	219	215
44	229	216
45	225	215
46	218	215
47	224	218
48	225	217
49	225	216
50	238	221
51	222	213
52	228	216
53	222	215
54	226	218
55	227	217
56	222	215
57	224	216
58	229	218
59	224	215
60	220	216
61	221	215
62	233	220
63	222	216
64	219	217
65	223	219
66	225	214
67	229	219
68	221	214
69	224	214
70	225	216
71	228	216
72	219	215
73	228	215
74	225	214
75	227	218
76	226	217
77	235	218
78	231	220
79	227	216
80	232	217
81	220	217
82	231	216
83	218	214
84	221	215
85	223	218
86	218	215
87	225	217
88	223	218
89	229	215
90	228	218
91	219	214
92	225	218
93	226	215
94	231	218
95	223	215
96	222	215
97	229	219
98	225	218
99	229	217
