./instancias/texto_mas_parecido_15_300_2.txt#23:49:07#23:49:59
Iteración	Distancia Inicial	Distancia Obtenida
0	222	213
1	217	212
2	224	214
3	222	213
4	219	213
5	223	213
6	224	214
7	219	214
8	225	215
9	220	213
10	216	213
11	226	215
12	216	214
13	221	213
14	223	213
15	227	220
16	220	212
17	221	211
18	220	216
19	220	214
20	229	214
21	219	214
22	222	212
23	221	215
24	217	211
25	224	211
26	230	216
27	224	211
28	221	211
29	219	217
30	226	214
31	218	213
32	221	213
33	228	211
34	225	212
35	221	214
36	217	212
37	218	213
38	225	216
39	220	215
40	221	212
41	226	215
42	227	211
43	223	218
44	220	215
45	218	213
46	219	213
47	222	214
48	220	213
49	219	215
50	225	217
51	218	209
52	224	208
53	220	216
54	225	213
55	224	215
56	221	214
57	219	215
58	219	216
59	219	213
60	224	215
61	223	216
62	224	216
63	219	213
64	220	214
65	223	213
66	231	220
67	219	216
68	228	217
69	221	214
70	218	211
71	219	212
72	219	215
73	216	212
74	220	213
75	224	215
76	232	214
77	225	213
78	223	212
79	219	215
80	225	214
81	220	211
82	222	212
83	218	211
84	217	213
85	222	214
86	220	213
87	227	214
88	223	217
89	219	213
90	222	217
91	222	216
92	227	213
93	217	211
94	230	213
95	220	215
96	222	215
97	215	211
98	222	211
99	222	214
