./instancias/texto_mas_parecido_15_700_3.txt#20:09:29#20:15:22
Iteración	Distancia Inicial	Distancia Obtenida
0	517	495
1	507	500
2	516	496
3	510	496
4	503	494
5	511	497
6	510	491
7	514	497
8	508	499
9	513	494
10	506	489
11	505	494
12	507	495
13	514	493
14	509	498
15	506	492
16	515	499
17	515	496
18	503	489
19	517	495
20	504	498
21	509	497
22	508	498
23	519	493
24	506	496
25	507	498
26	507	492
27	510	497
28	506	494
29	510	498
30	514	497
31	503	492
32	504	496
33	509	494
34	513	500
35	503	493
36	508	491
37	512	495
38	509	496
39	521	495
40	506	495
41	506	495
42	505	498
43	516	493
44	498	495
45	515	499
46	510	495
47	508	497
48	513	496
49	514	498
50	503	498
51	511	498
52	510	496
53	509	497
54	501	494
55	508	491
56	502	495
57	504	498
58	504	498
59	509	496
60	505	492
61	505	494
62	509	495
63	513	500
64	515	496
65	505	492
66	497	494
67	502	491
68	510	498
69	508	495
70	512	497
71	507	490
72	513	501
73	504	490
74	511	494
75	510	495
76	518	492
77	514	495
78	510	498
79	504	498
80	513	505
81	504	496
82	506	493
83	504	496
84	505	492
85	503	500
86	512	493
87	524	494
88	515	495
89	507	498
90	503	495
91	499	490
92	504	491
93	509	500
94	504	494
95	506	492
96	511	501
97	507	493
98	502	490
99	503	493
