./instancias/texto_mas_parecido_15_700_1.txt#22:01:15#22:07:24
Iteración	Distancia Inicial	Distancia Obtenida
0	507	497
1	515	498
2	508	494
3	517	495
4	510	502
5	511	497
6	511	493
7	510	502
8	516	499
9	505	488
10	525	499
11	517	494
12	509	493
13	518	495
14	506	500
15	504	500
16	506	499
17	515	497
18	509	500
19	512	499
20	513	497
21	499	493
22	507	495
23	509	499
24	509	501
25	513	500
26	520	492
27	524	496
28	512	501
29	513	499
30	510	496
31	503	495
32	504	496
33	504	492
34	503	491
35	502	491
36	502	494
37	515	495
38	505	495
39	518	498
40	526	503
41	505	493
42	506	494
43	507	499
44	519	494
45	513	495
46	513	494
47	499	491
48	508	495
49	511	496
50	509	500
51	504	496
52	503	496
53	504	495
54	502	492
55	506	501
56	510	501
57	509	498
58	503	494
59	515	496
60	505	490
61	502	493
62	510	497
63	502	489
64	507	496
65	512	495
66	520	498
67	493	489
68	503	493
69	509	495
70	524	493
71	510	493
72	514	493
73	504	498
74	518	498
75	511	498
76	501	493
77	511	491
78	512	499
79	502	498
80	504	494
81	501	497
82	505	495
83	501	497
84	501	493
85	518	490
86	502	491
87	514	497
88	507	500
89	510	495
90	508	498
91	510	491
92	523	492
93	506	494
94	521	503
95	502	495
96	509	494
97	511	497
98	497	491
99	510	494
