./instancias/texto_mas_parecido_15_700_2.txt#20:45:07#20:51:00
Iteración	Distancia Inicial	Distancia Obtenida
0	504	497
1	502	497
2	504	491
3	508	499
4	513	499
5	510	498
6	511	500
7	514	499
8	510	494
9	514	499
10	513	494
11	518	501
12	510	504
13	514	498
14	509	497
15	503	494
16	521	497
17	519	497
18	515	499
19	509	503
20	519	498
21	510	495
22	508	498
23	519	501
24	521	501
25	528	499
26	512	502
27	505	495
28	508	501
29	512	505
30	509	502
31	521	495
32	528	504
33	513	503
34	506	498
35	524	502
36	525	501
37	512	496
38	512	503
39	511	500
40	504	496
41	515	497
42	510	504
43	516	497
44	512	501
45	514	501
46	507	503
47	513	494
48	512	500
49	503	497
50	518	500
51	501	499
52	525	501
53	508	501
54	506	499
55	506	501
56	503	498
57	508	500
58	504	495
59	511	503
60	512	503
61	507	496
62	508	502
63	522	500
64	510	501
65	503	498
66	513	504
67	510	500
68	516	499
69	509	497
70	516	495
71	511	506
72	525	494
73	514	500
74	521	503
75	519	503
76	508	499
77	516	507
78	513	497
79	513	498
80	503	496
81	519	499
82	509	497
83	506	496
84	509	498
85	511	494
86	508	497
87	515	500
88	513	498
89	505	497
90	518	502
91	524	498
92	507	498
93	516	494
94	540	501
95	504	498
96	513	500
97	513	497
98	514	499
99	511	498
