./instancias/texto_mas_parecido_15_700_3.txt#19:37:39#19:44:45
Iteración	Distancia Inicial	Distancia Obtenida
0	508	493
1	514	493
2	511	493
3	505	495
4	509	489
5	507	491
6	514	500
7	512	500
8	507	494
9	508	498
10	508	493
11	503	491
12	498	492
13	524	493
14	499	494
15	512	496
16	519	500
17	509	494
18	515	492
19	520	502
20	498	494
21	505	493
22	514	496
23	504	495
24	502	491
25	498	489
26	506	491
27	500	492
28	504	496
29	512	494
30	514	494
31	512	497
32	508	489
33	516	497
34	510	500
35	501	495
36	518	492
37	499	493
38	513	494
39	507	494
40	507	496
41	520	497
42	514	498
43	506	496
44	518	499
45	507	498
46	510	492
47	511	495
48	503	498
49	507	496
50	508	494
51	513	494
52	501	494
53	507	493
54	510	497
55	519	497
56	505	496
57	505	494
58	506	500
59	510	494
60	515	495
61	509	495
62	509	491
63	501	490
64	513	495
65	504	494
66	517	491
67	501	492
68	514	492
69	516	494
70	502	493
71	512	494
72	517	492
73	507	496
74	514	494
75	509	499
76	505	494
77	506	498
78	509	494
79	510	486
80	511	497
81	510	496
82	500	489
83	509	491
84	508	494
85	504	493
86	505	496
87	512	493
88	502	495
89	505	497
90	499	494
91	526	496
92	512	492
93	515	492
94	497	490
95	518	498
96	508	495
97	500	492
98	500	496
99	506	501
