./instancias/texto_mas_parecido_15_700_2.txt#20:56:50#21:02:40
Iteración	Distancia Inicial	Distancia Obtenida
0	511	500
1	503	495
2	528	500
3	508	497
4	512	501
5	517	499
6	509	502
7	503	496
8	509	503
9	511	501
10	504	496
11	515	497
12	511	494
13	511	501
14	512	501
15	518	502
16	508	501
17	512	503
18	513	501
19	513	495
20	526	498
21	512	499
22	518	503
23	510	498
24	504	499
25	504	493
26	524	501
27	515	499
28	513	499
29	508	501
30	519	496
31	506	495
32	509	496
33	518	503
34	507	497
35	513	499
36	536	501
37	512	502
38	520	500
39	510	497
40	519	500
41	512	496
42	507	500
43	507	498
44	502	497
45	498	496
46	510	504
47	519	500
48	503	497
49	525	506
50	513	501
51	510	496
52	502	496
53	508	499
54	516	494
55	515	500
56	511	503
57	516	505
58	508	497
59	513	497
60	511	499
61	515	496
62	506	499
63	512	503
64	523	507
65	507	500
66	513	499
67	509	495
68	507	497
69	512	500
70	505	496
71	509	499
72	498	494
73	511	499
74	517	499
75	510	498
76	517	496
77	505	499
78	506	495
79	514	499
80	510	506
81	519	502
82	521	500
83	501	494
84	515	498
85	510	499
86	517	502
87	508	497
88	507	499
89	507	497
90	505	497
91	505	496
92	514	500
93	506	501
94	503	493
95	513	499
96	510	492
97	503	501
98	519	503
99	524	501
