./instancias/texto_mas_parecido_15_700_1.txt#22:52:04#22:58:06
Iteración	Distancia Inicial	Distancia Obtenida
0	513	492
1	510	495
2	513	499
3	514	498
4	505	493
5	525	497
6	509	497
7	506	495
8	506	494
9	508	495
10	505	495
11	505	492
12	512	503
13	498	492
14	514	494
15	515	498
16	508	499
17	518	498
18	518	497
19	513	503
20	503	491
21	511	495
22	505	496
23	521	498
24	508	498
25	503	494
26	507	493
27	522	495
28	515	498
29	504	500
30	522	495
31	509	499
32	508	502
33	502	495
34	514	497
35	509	493
36	511	494
37	513	499
38	503	495
39	503	496
40	504	494
41	507	493
42	523	501
43	515	501
44	505	496
45	505	495
46	510	498
47	516	497
48	509	493
49	512	495
50	509	492
51	504	494
52	512	498
53	519	492
54	507	499
55	497	493
56	509	498
57	507	497
58	510	495
59	512	499
60	514	498
61	511	493
62	508	500
63	506	492
64	511	495
65	508	495
66	514	495
67	503	493
68	510	498
69	527	497
70	500	493
71	504	493
72	505	496
73	507	498
74	515	506
75	513	496
76	510	496
77	506	493
78	502	497
79	517	505
80	504	499
81	503	495
82	513	505
83	522	491
84	505	499
85	506	493
86	506	496
87	509	494
88	506	496
89	507	501
90	500	492
91	510	495
92	503	489
93	507	499
94	507	494
95	511	495
96	520	500
97	515	491
98	511	495
99	523	497
