./instancias/texto_mas_parecido_15_700_1.txt#22:07:24#22:13:36
Iteración	Distancia Inicial	Distancia Obtenida
0	505	491
1	510	493
2	518	496
3	514	492
4	516	499
5	511	492
6	512	501
7	506	495
8	517	496
9	519	499
10	512	496
11	513	501
12	517	500
13	512	499
14	507	496
15	506	495
16	517	498
17	509	498
18	506	497
19	497	490
20	512	496
21	505	495
22	503	493
23	509	496
24	514	494
25	505	501
26	503	496
27	507	491
28	508	495
29	508	497
30	517	499
31	509	501
32	503	495
33	517	495
34	502	494
35	508	496
36	508	499
37	509	498
38	509	492
39	508	498
40	521	497
41	515	496
42	500	495
43	502	499
44	516	495
45	506	499
46	504	491
47	510	497
48	514	492
49	509	497
50	500	495
51	510	493
52	508	497
53	505	496
54	511	497
55	516	500
56	517	493
57	502	496
58	511	499
59	505	494
60	505	494
61	516	493
62	508	497
63	504	494
64	502	492
65	504	498
66	511	489
67	522	502
68	507	495
69	500	493
70	503	497
71	505	498
72	509	500
73	510	493
74	516	498
75	517	499
76	517	499
77	504	495
78	511	496
79	512	494
80	515	497
81	505	500
82	513	503
83	511	495
84	502	496
85	511	498
86	505	495
87	506	497
88	509	495
89	511	494
90	508	499
91	523	500
92	510	499
93	510	501
94	517	497
95	506	493
96	509	498
97	506	496
98	510	500
99	526	495
