./instancias/texto_mas_parecido_15_700_2.txt#21:02:40#21:08:33
Iteración	Distancia Inicial	Distancia Obtenida
0	516	497
1	512	503
2	521	501
3	509	499
4	523	502
5	515	498
6	516	504
7	517	501
8	516	495
9	517	503
10	509	499
11	513	494
12	521	502
13	511	495
14	512	498
15	513	500
16	516	501
17	509	499
18	509	500
19	518	501
20	508	494
21	509	502
22	509	497
23	506	501
24	509	501
25	512	498
26	516	496
27	515	500
28	522	498
29	509	497
30	520	495
31	514	499
32	505	498
33	510	499
34	509	503
35	506	497
36	531	501
37	530	502
38	507	498
39	519	502
40	515	499
41	520	503
42	515	501
43	501	499
44	522	501
45	509	496
46	512	499
47	525	497
48	503	492
49	511	502
50	512	496
51	524	500
52	529	498
53	512	503
54	512	501
55	508	500
56	512	496
57	510	496
58	510	498
59	520	499
60	507	497
61	521	502
62	507	498
63	511	497
64	513	502
65	513	497
66	513	504
67	510	495
68	511	492
69	509	502
70	511	498
71	528	502
72	514	500
73	508	500
74	511	498
75	510	498
76	517	498
77	502	499
78	517	502
79	511	498
80	510	501
81	511	503
82	509	496
83	508	497
84	510	502
85	510	498
86	510	501
87	513	501
88	523	501
89	511	499
90	522	501
91	511	504
92	508	494
93	516	500
94	520	499
95	505	501
96	513	495
97	508	500
98	521	502
99	514	498
