./instancias/texto_mas_parecido_15_700_2.txt#21:08:33#21:13:45
Iteración	Distancia Inicial	Distancia Obtenida
0	511	499
1	517	499
2	522	495
3	523	495
4	510	497
5	512	498
6	507	499
7	513	502
8	515	497
9	516	500
10	515	498
11	513	497
12	510	502
13	509	502
14	515	505
15	512	502
16	515	499
17	508	497
18	520	501
19	507	498
20	522	500
21	518	498
22	512	496
23	516	500
24	504	496
25	508	498
26	514	502
27	507	502
28	506	500
29	519	499
30	511	499
31	510	502
32	502	496
33	519	503
34	508	499
35	507	500
36	516	500
37	517	501
38	518	500
39	511	503
40	518	499
41	504	497
42	515	492
43	514	500
44	520	498
45	523	500
46	504	496
47	510	495
48	513	499
49	508	500
50	520	501
51	509	498
52	517	498
53	513	501
54	504	496
55	510	500
56	508	497
57	520	499
58	516	499
59	509	497
60	507	498
61	524	503
62	508	495
63	519	506
64	508	499
65	521	504
66	521	504
67	509	499
68	512	497
69	504	497
70	512	501
71	515	506
72	506	496
73	509	495
74	519	498
75	523	501
76	510	497
77	528	501
78	514	500
79	504	495
80	506	494
81	525	497
82	512	503
83	510	499
84	509	494
85	513	497
86	519	503
87	511	500
88	516	499
89	509	501
90	518	499
91	517	501
92	510	499
93	511	495
94	508	495
95	502	493
96	506	499
97	516	500
98	525	500
99	518	498
