./instancias/texto_mas_parecido_15_700_1.txt#22:39:02#22:45:20
Iteración	Distancia Inicial	Distancia Obtenida
0	503	493
1	505	492
2	516	499
3	513	497
4	510	495
5	525	498
6	508	493
7	528	494
8	515	499
9	505	496
10	506	498
11	507	499
12	513	498
13	515	494
14	515	492
15	511	501
16	514	498
17	513	504
18	510	497
19	508	498
20	515	493
21	507	494
22	518	497
23	506	495
24	517	490
25	510	496
26	515	500
27	509	499
28	508	494
29	505	496
30	501	499
31	508	502
32	508	495
33	507	492
34	508	492
35	504	493
36	506	493
37	506	493
38	511	490
39	496	491
40	508	499
41	519	493
42	499	491
43	511	495
44	505	495
45	515	498
46	513	504
47	509	502
48	521	501
49	512	496
50	507	492
51	512	499
52	512	499
53	508	493
54	519	504
55	515	492
56	502	493
57	512	496
58	501	489
59	514	500
60	513	500
61	522	500
62	512	495
63	518	495
64	514	496
65	521	499
66	514	501
67	501	493
68	509	492
69	512	502
70	508	497
71	510	491
72	509	491
73	506	498
74	505	494
75	498	492
76	523	497
77	501	493
78	502	493
79	502	494
80	518	493
81	519	499
82	512	496
83	507	495
84	506	499
85	515	501
86	507	494
87	514	499
88	508	492
89	509	495
90	511	499
91	511	498
92	515	497
93	517	494
94	515	497
95	507	501
96	506	496
97	506	495
98	506	495
99	517	497
