./instancias/texto_mas_parecido_15_700_3.txt#20:03:33#20:09:29
Iteración	Distancia Inicial	Distancia Obtenida
0	507	493
1	508	497
2	511	495
3	506	496
4	502	494
5	504	495
6	523	495
7	518	498
8	503	494
9	514	494
10	518	497
11	500	489
12	499	490
13	519	494
14	509	496
15	501	493
16	505	493
17	504	493
18	511	498
19	507	497
20	501	492
21	509	492
22	495	486
23	517	497
24	505	496
25	515	497
26	521	493
27	514	494
28	510	492
29	518	497
30	509	496
31	520	492
32	508	496
33	509	503
34	515	493
35	511	493
36	508	495
37	509	492
38	503	496
39	510	497
40	505	490
41	508	496
42	506	494
43	508	496
44	502	490
45	502	493
46	523	496
47	499	492
48	506	495
49	500	491
50	520	492
51	503	494
52	508	493
53	505	491
54	506	492
55	504	494
56	531	499
57	506	496
58	521	497
59	506	495
60	510	495
61	506	496
62	511	497
63	513	497
64	501	492
65	503	493
66	508	494
67	518	495
68	500	491
69	500	495
70	509	494
71	509	502
72	505	497
73	511	500
74	514	493
75	506	489
76	504	492
77	506	494
78	505	494
79	504	497
80	506	494
81	517	501
82	509	497
83	512	496
84	504	492
85	518	499
86	514	499
87	507	495
88	512	498
89	510	498
90	502	494
91	525	498
92	506	495
93	511	495
94	506	489
95	511	497
96	510	493
97	506	495
98	506	495
99	506	497
