./instancias/texto_mas_parecido_15_700_3.txt#19:51:19#19:57:25
Iteración	Distancia Inicial	Distancia Obtenida
0	504	499
1	508	500
2	519	500
3	504	498
4	503	492
5	505	498
6	508	496
7	518	498
8	507	494
9	509	494
10	509	497
11	510	491
12	507	490
13	504	497
14	512	488
15	516	492
16	511	500
17	507	494
18	515	495
19	503	496
20	511	495
21	505	498
22	517	494
23	512	501
24	515	494
25	514	498
26	509	495
27	509	496
28	516	499
29	506	494
30	511	493
31	506	494
32	509	495
33	514	499
34	519	500
35	511	496
36	504	494
37	514	497
38	517	494
39	510	498
40	508	500
41	515	499
42	504	500
43	503	496
44	511	500
45	510	498
46	505	490
47	506	495
48	512	494
49	500	495
50	506	495
51	511	488
52	502	494
53	506	494
54	502	492
55	503	495
56	501	496
57	508	497
58	502	494
59	506	500
60	508	499
61	531	498
62	502	497
63	515	500
64	504	494
65	507	501
66	505	500
67	504	491
68	506	494
69	510	495
70	525	500
71	498	491
72	497	492
73	498	489
74	514	496
75	504	496
76	510	496
77	506	498
78	514	492
79	511	495
80	504	497
81	519	497
82	513	496
83	505	496
84	511	498
85	509	496
86	514	502
87	515	498
88	507	500
89	517	497
90	512	491
91	509	498
92	511	492
93	493	486
94	504	497
95	499	494
96	510	498
97	506	492
98	503	493
99	519	493
