./instancias/texto_mas_parecido_15_700_3.txt#20:21:04#20:26:49
Iteración	Distancia Inicial	Distancia Obtenida
0	502	488
1	517	498
2	502	490
3	502	496
4	500	494
5	509	498
6	510	491
7	508	490
8	505	497
9	513	487
10	508	498
11	514	496
12	513	498
13	505	494
14	502	490
15	525	494
16	512	497
17	509	493
18	509	497
19	497	491
20	507	497
21	508	494
22	521	491
23	523	496
24	503	496
25	507	494
26	518	494
27	509	492
28	508	492
29	505	494
30	515	496
31	515	498
32	503	498
33	501	498
34	500	491
35	506	498
36	518	498
37	507	494
38	504	499
39	518	501
40	504	497
41	503	495
42	497	492
43	507	491
44	499	491
45	507	498
46	507	488
47	517	496
48	516	490
49	520	496
50	507	490
51	504	496
52	508	494
53	502	489
54	519	494
55	510	492
56	520	499
57	509	494
58	516	497
59	511	494
60	513	495
61	511	498
62	513	498
63	517	495
64	514	496
65	508	492
66	511	496
67	514	498
68	511	504
69	507	491
70	507	498
71	509	496
72	515	494
73	519	499
74	499	493
75	526	498
76	506	494
77	509	496
78	501	498
79	497	492
80	500	496
81	506	493
82	500	492
83	516	494
84	520	497
85	508	494
86	528	500
87	502	495
88	509	498
89	510	495
90	514	491
91	505	496
92	511	498
93	510	489
94	506	492
95	510	496
96	505	494
97	506	500
98	500	494
99	506	494
