./instancias/texto_mas_parecido_15_700_1.txt#22:19:53#22:26:25
Iteración	Distancia Inicial	Distancia Obtenida
0	516	498
1	513	495
2	524	496
3	511	493
4	506	496
5	508	500
6	510	492
7	500	494
8	512	499
9	508	497
10	512	490
11	503	490
12	514	492
13	505	498
14	521	496
15	522	505
16	511	500
17	515	497
18	507	495
19	521	500
20	510	500
21	503	494
22	521	495
23	526	502
24	515	496
25	510	492
26	502	494
27	509	498
28	519	499
29	508	497
30	512	502
31	506	497
32	505	493
33	508	499
34	516	497
35	513	497
36	509	497
37	521	494
38	503	495
39	510	499
40	512	498
41	505	494
42	511	493
43	508	502
44	514	496
45	516	496
46	511	496
47	520	497
48	500	489
49	508	498
50	504	496
51	510	497
52	504	494
53	509	495
54	508	492
55	506	495
56	514	493
57	512	499
58	511	492
59	502	495
60	514	498
61	506	494
62	506	491
63	511	497
64	509	497
65	513	492
66	506	493
67	513	495
68	501	496
69	507	495
70	501	495
71	502	494
72	515	495
73	510	497
74	511	496
75	504	495
76	502	492
77	506	497
78	504	495
79	525	497
80	510	492
81	511	498
82	511	496
83	506	498
84	507	498
85	511	495
86	503	492
87	513	495
88	510	497
89	508	497
90	509	501
91	507	498
92	511	494
93	514	496
94	510	501
95	503	489
96	506	493
97	510	496
98	514	501
99	509	499
