./instancias/texto_mas_parecido_15_700_2.txt#20:39:43#20:45:07
Iteración	Distancia Inicial	Distancia Obtenida
0	509	498
1	510	497
2	517	502
3	506	495
4	514	497
5	511	501
6	505	498
7	515	499
8	521	500
9	511	502
10	510	498
11	515	496
12	510	498
13	503	499
14	503	496
15	509	505
16	514	499
17	517	501
18	523	501
19	514	499
20	517	505
21	517	502
22	516	505
23	516	499
24	514	497
25	510	496
26	527	499
27	514	497
28	523	503
29	510	497
30	527	496
31	517	502
32	520	499
33	504	498
34	507	496
35	522	502
36	515	493
37	518	503
38	518	501
39	520	504
40	522	504
41	518	500
42	510	505
43	522	506
44	516	502
45	503	497
46	522	498
47	511	506
48	510	499
49	502	495
50	517	501
51	506	500
52	514	501
53	513	505
54	510	505
55	514	496
56	509	498
57	508	496
58	513	499
59	512	501
60	518	497
61	508	498
62	512	506
63	513	495
64	503	500
65	519	507
66	516	502
67	517	494
68	510	498
69	513	494
70	509	504
71	529	503
72	516	500
73	511	496
74	508	496
75	511	499
76	502	493
77	510	493
78	513	494
79	510	496
80	524	498
81	512	499
82	513	504
83	513	503
84	511	505
85	508	503
86	516	497
87	505	497
88	505	498
89	520	494
90	514	498
91	509	495
92	515	501
93	510	497
94	509	494
95	508	496
96	515	501
97	515	504
98	510	498
99	519	497
