./instancias/texto_mas_parecido_15_700_3.txt#19:44:45#19:51:19
Iteración	Distancia Inicial	Distancia Obtenida
0	505	488
1	506	494
2	501	493
3	510	495
4	519	490
5	508	500
6	505	497
7	508	494
8	503	495
9	506	501
10	508	496
11	510	498
12	498	491
13	518	497
14	503	496
15	509	495
16	511	499
17	512	491
18	504	491
19	500	495
20	517	495
21	516	494
22	501	493
23	508	496
24	517	495
25	506	499
26	503	493
27	508	493
28	503	493
29	505	498
30	508	499
31	514	495
32	503	493
33	500	491
34	511	494
35	515	493
36	510	498
37	502	490
38	507	499
39	501	489
40	522	495
41	517	499
42	510	495
43	501	493
44	519	504
45	508	498
46	507	497
47	519	494
48	524	501
49	510	498
50	504	495
51	505	491
52	509	498
53	501	492
54	502	492
55	511	499
56	514	499
57	512	496
58	515	490
59	508	496
60	516	491
61	503	495
62	508	494
63	504	497
64	506	497
65	509	496
66	506	501
67	513	490
68	509	499
69	516	494
70	509	498
71	507	497
72	504	490
73	501	493
74	504	498
75	506	494
76	509	497
77	517	495
78	525	497
79	508	496
80	503	494
81	517	492
82	506	494
83	513	492
84	510	493
85	506	495
86	520	496
87	516	500
88	505	491
89	519	498
90	503	497
91	516	494
92	503	498
93	510	492
94	499	488
95	508	494
96	502	494
97	515	493
98	519	502
99	502	492
