./instancias/texto_mas_parecido_15_700_1.txt#22:32:34#22:39:02
Iteración	Distancia Inicial	Distancia Obtenida
0	527	510
1	512	499
2	511	495
3	513	493
4	503	492
5	514	496
6	506	491
7	526	495
8	506	494
9	507	497
10	504	495
11	513	502
12	507	494
13	515	495
14	505	494
15	510	498
16	514	496
17	510	494
18	515	498
19	524	496
20	503	496
21	514	498
22	527	497
23	508	494
24	513	501
25	514	498
26	509	499
27	514	493
28	511	501
29	508	498
30	511	494
31	501	498
32	510	503
33	516	494
34	507	495
35	514	497
36	518	494
37	519	496
38	516	494
39	519	495
40	504	493
41	510	491
42	502	496
43	507	496
44	501	491
45	499	490
46	507	496
47	512	498
48	512	503
49	526	493
50	510	493
51	513	501
52	513	498
53	505	492
54	504	495
55	512	493
56	521	496
57	509	499
58	507	496
59	504	495
60	509	496
61	509	494
62	515	497
63	507	498
64	511	498
65	503	497
66	516	503
67	508	493
68	506	495
69	504	496
70	505	501
71	504	495
72	508	494
73	514	495
74	512	496
75	502	497
76	506	489
77	505	499
78	502	496
79	520	494
80	509	495
81	515	497
82	508	494
83	505	491
84	504	493
85	506	492
86	499	490
87	514	498
88	509	495
89	517	494
90	503	492
91	510	495
92	506	496
93	520	496
94	509	489
95	509	502
96	518	501
97	504	497
98	500	494
99	499	496
