./instancias/texto_mas_parecido_15_700_1.txt#21:56:09#22:01:15
Iteración	Distancia Inicial	Distancia Obtenida
0	505	496
1	505	494
2	509	492
3	508	493
4	510	491
5	511	496
6	510	498
7	505	497
8	509	495
9	512	498
10	520	499
11	509	495
12	517	499
13	514	499
14	511	498
15	523	494
16	505	493
17	499	495
18	509	495
19	502	495
20	514	497
21	513	501
22	503	488
23	517	498
24	496	490
25	523	498
26	506	493
27	513	497
28	508	493
29	507	492
30	504	496
31	504	493
32	510	498
33	512	500
34	507	494
35	512	503
36	508	492
37	510	496
38	502	495
39	515	498
40	515	499
41	504	495
42	505	493
43	507	495
44	513	500
45	537	499
46	508	501
47	500	490
48	506	499
49	506	496
50	506	495
51	512	498
52	511	497
53	502	498
54	510	489
55	518	495
56	508	500
57	509	501
58	502	492
59	521	498
60	505	492
61	514	500
62	504	496
63	502	492
64	510	497
65	512	495
66	516	502
67	500	493
68	500	497
69	504	493
70	510	500
71	508	499
72	504	497
73	518	498
74	495	491
75	503	494
76	501	495
77	513	499
78	505	494
79	504	493
80	517	494
81	508	499
82	511	493
83	502	494
84	505	496
85	508	501
86	504	495
87	502	495
88	507	497
89	505	497
90	512	497
91	512	494
92	509	495
93	504	497
94	518	496
95	515	496
96	503	494
97	504	495
98	517	499
99	518	490
