./instancias/texto_mas_parecido_15_700_2.txt#21:13:45#21:19:26
Iteración	Distancia Inicial	Distancia Obtenida
0	505	496
1	509	498
2	508	496
3	508	497
4	512	498
5	510	499
6	510	494
7	515	499
8	526	498
9	508	499
10	508	499
11	515	501
12	507	501
13	513	496
14	505	501
15	515	499
16	517	501
17	505	492
18	513	502
19	514	502
20	511	502
21	512	499
22	509	495
23	512	500
24	511	499
25	515	496
26	511	496
27	523	498
28	506	499
29	512	495
30	515	504
31	505	496
32	512	500
33	515	494
34	519	499
35	516	499
36	507	501
37	519	498
38	525	498
39	507	492
40	507	497
41	521	500
42	512	499
43	502	493
44	518	502
45	510	497
46	529	501
47	518	504
48	506	500
49	520	497
50	512	498
51	515	502
52	510	499
53	507	496
54	505	497
55	515	495
56	516	500
57	526	502
58	509	504
59	517	499
60	510	494
61	511	499
62	521	498
63	518	497
64	517	499
65	523	497
66	513	498
67	518	496
68	519	505
69	523	502
70	515	497
71	513	496
72	511	504
73	505	494
74	511	497
75	508	495
76	519	499
77	506	504
78	525	504
79	526	498
80	506	499
81	512	504
82	515	499
83	521	491
84	507	500
85	516	502
86	505	496
87	507	497
88	521	503
89	524	501
90	509	502
91	506	500
92	522	508
93	511	499
94	512	498
95	515	504
96	506	499
97	523	499
98	508	500
99	507	498
